"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT3G61890",0.0522223910740879,0.290720183921971,3.72499673437046,0.0780457553799987,0.937791656434742,NA
"AT3G00960",0,NA,NA,NA,NA,NA
"AT3G61897",0,NA,NA,NA,NA,NA
"AT3G61898",0,NA,NA,NA,NA,NA
"AT3G61900",0,NA,NA,NA,NA,NA
"AT3G61910",0,NA,NA,NA,NA,NA
"AT3G61920",0,NA,NA,NA,NA,NA
"AT3G61930",0,NA,NA,NA,NA,NA
"AT3G61940",0,NA,NA,NA,NA,NA
"AT3G61950",0,NA,NA,NA,NA,NA
"AT3G61960",0,NA,NA,NA,NA,NA
"AT3G61962",0,NA,NA,NA,NA,NA
"AT3G61970",0,NA,NA,NA,NA,NA
"AT3G61980",0,NA,NA,NA,NA,NA
"AT3G61990",0,NA,NA,NA,NA,NA
"AT3G62000",0,NA,NA,NA,NA,NA
"AT3G62010",0.108763068953313,0.290720183921971,3.72499673437046,0.0780457553799986,0.937791656434742,NA
"AT3G62020",0,NA,NA,NA,NA,NA
"AT3G62030",0.066482349263694,0,3.72499673437046,0,1,NA
"AT3G62040",0,NA,NA,NA,NA,NA
"AT3G62050",0,NA,NA,NA,NA,NA
"AT3G62060",0,NA,NA,NA,NA,NA
"AT3G62070",0,NA,NA,NA,NA,NA
"AT3G62080",0,NA,NA,NA,NA,NA
"AT3G09725",0,NA,NA,NA,NA,NA
"AT3G62090",0,NA,NA,NA,NA,NA
"AT3G09745",0,NA,NA,NA,NA,NA
"AT3G62100",0,NA,NA,NA,NA,NA
"AT3G62110",0,NA,NA,NA,NA,NA
"AT3G62120",0,NA,NA,NA,NA,NA
"AT3G62130",0,NA,NA,NA,NA,NA
"AT3G62140",0,NA,NA,NA,NA,NA
"AT3G62150",0.13219332164533,1.17332670232888,3.72298130313213,0.315157828308662,0.752641823265729,1
"AT3G62160",0,NA,NA,NA,NA,NA
"AT3G62170",0,NA,NA,NA,NA,NA
"AT3G62180",0,NA,NA,NA,NA,NA
"AT3G62190",0,NA,NA,NA,NA,NA
"AT3G62200",0.0567634223861871,-0.671069837204284,3.72499673437046,-0.180153134367163,0.85703234973502,NA
"AT3G09755",0,NA,NA,NA,NA,NA
